time,gFx,gFy,gFz,TgF
6.198675,-0.0093,1.0014,0.152,1.01
6.215965,-0.0244,1.0136,0.1776,1.03
6.232202,-0.0151,1.0061,0.1353,1.02
6.250127,-0.0215,0.9819,0.1502,0.99
6.266559,-0.0093,0.9824,0.1771,1
6.288203,-0.0193,0.988,0.16,1
6.31602,-0.0222,0.9931,0.1615,1.01
6.332838,-0.0149,0.9924,0.1561,1
6.350081,-0.0115,0.9941,0.1527,1.01
6.366327,-0.009,0.9968,0.1566,1.01
6.389247,-0.0147,0.9953,0.1566,1.01
6.416026,-0.0134,0.9902,0.1537,1
6.433708,-0.0073,0.9924,0.1539,1
6.450969,-0.0151,0.996,0.1471,1.01
6.471827,-0.0173,1.0043,0.1527,1.02
6.499714,-0.0178,0.9929,0.1551,1.01
6.515573,-0.0178,0.9872,0.1483,1
6.532956,-0.0156,0.9863,0.1466,1
6.549947,-0.0156,0.9916,0.1527,1
6.572064,-0.0186,0.9938,0.1515,1.01
6.600244,-0.0215,0.9933,0.1771,1.01
6.616544,-0.0098,0.9968,0.15,1.01
6.633829,-0.0337,0.989,0.1791,1.01
6.651494,-0.0076,1.0007,0.1361,1.01
6.67152,-0.0046,1.0019,0.1236,1.01
6.700555,-0.012,1.0029,0.1312,1.01
6.71785,-0.0193,0.9931,0.1725,1.01
6.734336,-0.0193,0.997,0.1693,1.01
6.751495,-0.0266,0.9963,0.1612,1.01
6.772472,-0.0078,0.988,0.148,1
6.801712,-0.0005,0.9743,0.1564,0.99
6.818838,-0.0181,0.9772,0.1476,0.99
6.834343,-0.0171,0.9892,0.1165,1
6.851778,-0.0107,1.0009,0.161,1.01
6.904183,-0.0046,0.9929,0.1568,1.01
6.904848,-0.0054,0.9921,0.1581,1
6.918677,-0.012,0.9897,0.1556,1
6.935242,-0.0164,0.9897,0.1588,1
6.971833,0.0002,1.0124,0.1495,1.02
6.987771,-0.0056,1.0039,0.1583,1.02
7.001423,-0.0176,0.9872,0.1669,1
7.018098,-0.0252,0.9765,0.1703,0.99
7.034655,-0.0215,0.966,0.1659,0.98
7.071327,-0.01,0.9936,0.1564,1.01
7.085602,-0.0208,0.9977,0.152,1.01
7.102665,-0.0217,0.9946,0.1593,1.01
7.118962,-0.0144,0.9924,0.1634,1.01
7.151389,-0.0137,0.9904,0.1502,1
7.168963,-0.0103,0.9958,0.1461,1.01
7.20282,-0.022,1.0036,0.1546,1.02
7.204824,-0.022,1.0021,0.1544,1.01
7.235794,-0.0232,0.9885,0.1766,1
7.251486,-0.0056,0.988,0.1507,1
7.270563,-0.0303,0.9802,0.1805,1
7.284997,-0.0029,0.9938,0.0982,1
7.318945,-0.0154,0.9919,0.1483,1
7.33483,-0.0161,1.0004,0.1424,1.01
7.351944,-0.0159,0.998,0.1691,1.01
7.370966,-0.0154,1.0012,0.1534,1.01
7.385074,-0.0139,0.998,0.1495,1.01
7.420464,-0.0176,0.985,0.1471,1
7.436666,-0.0203,0.9821,0.15,0.99
7.453923,-0.0088,0.9946,0.1581,1.01
7.471658,-0.009,0.9997,0.12,1.01
7.492406,-0.0107,1.0029,0.1461,1.01
7.512241,-0.0215,0.9909,0.1549,1
7.536726,-0.0076,0.9919,0.1603,1
7.553348,-0.0098,0.9924,0.1632,1.01
7.569878,-0.0193,0.9904,0.1664,1
7.596328,-0.0222,0.9865,0.1639,1
7.620329,-0.0129,0.988,0.1632,1
7.637757,-0.0107,0.9958,0.163,1.01
7.654471,-0.0083,0.9977,0.1649,1.01
7.674849,-0.0203,0.9924,0.1583,1.01
7.688254,-0.0261,0.9887,0.159,1
7.722117,-0.0061,0.9938,0.16,1.01
7.737975,-0.0054,0.9938,0.1617,1.01
7.75544,-0.0188,0.9951,0.1634,1.01
7.776147,-0.0247,0.9924,0.1603,1.01
7.787996,-0.023,0.9907,0.1544,1
7.821751,-0.009,0.997,0.1539,1.01
7.838258,-0.0164,0.996,0.1571,1.01
7.855923,-0.0235,0.9897,0.1779,1.01
7.872815,-0.0225,0.9877,0.1852,1.01
7.895313,-0.011,0.989,0.1305,1
7.92168,-0.0017,0.9965,0.0965,1
7.938454,0.0005,1.0002,0.1625,1.01
7.955658,-0.0232,0.986,0.1542,1
7.972912,-0.0259,0.9885,0.1549,1
7.992961,-0.0134,0.9875,0.1757,1
8.022107,0.0066,1.0092,0.1456,1.02
8.038888,-0.0122,1.0014,0.1444,1.01
8.055347,-0.0303,0.9914,0.149,1
8.075595,-0.0288,0.9797,0.1737,1
8.105253,-0.0015,0.9992,0.1302,1.01
8.122268,-0.0005,1.0112,0.1766,1.03
8.139476,-0.0105,1.0068,0.1393,1.02
8.157399,-0.0213,0.9892,0.17,1
8.172394,-0.0188,0.9794,0.1666,0.99
8.195162,-0.0132,0.9909,0.1681,1.01
8.222123,-0.0049,1.0087,0.1634,1.02
8.240702,-0.0129,0.998,0.1583,1.01
8.255251,-0.0169,0.988,0.1542,1
8.276187,-0.0242,0.9738,0.1634,0.99
8.305806,-0.0022,0.9921,0.1678,1.01
8.323049,0.0054,0.9997,0.1627,1.01
8.33904,-0.0156,0.9953,0.1634,1.01
8.356259,-0.0252,0.9933,0.163,1.01
8.378982,-0.0176,0.9811,0.1708,1
8.407329,-0.0054,0.9992,0.17,1.01
8.424075,-0.0115,0.9953,0.1625,1.01
8.440062,-0.021,0.9885,0.1566,1
8.457548,-0.0203,0.989,0.1654,1
8.495735,-0.0144,0.989,0.1859,1.01
8.507493,-0.0139,0.996,0.1847,1.01
8.522907,-0.0105,0.9965,0.184,1.01
8.540642,-0.0235,0.9875,0.1468,1
8.557946,0.0056,0.9882,0.1002,0.99
8.596303,-0.0215,0.9802,0.1512,0.99
8.607882,-0.0266,0.9909,0.1456,1
8.624133,-0.021,0.998,0.1786,1.01
8.641487,-0.0098,1.0019,0.1708,1.02
8.657694,-0.0147,0.9999,0.1666,1.01
8.680459,-0.0186,0.9843,0.161,1
8.707173,-0.023,0.9824,0.1732,1
8.724995,-0.0178,0.9821,0.1766,1
8.745461,-0.0002,0.9924,0.15,1
8.761465,-0.0017,1.0026,0.1888,1.02
8.790555,-0.0186,0.9877,0.1859,1.01
8.807356,-0.0137,0.9838,0.1744,1
8.825017,-0.0213,0.9863,0.1774,1
8.845078,-0.0274,0.9897,0.1774,1.01
8.858458,-0.0205,0.9916,0.1754,1.01
8.879985,-0.0098,0.9885,0.1708,1
8.908264,-0.0139,0.988,0.1744,1
8.925889,-0.0151,0.9872,0.1739,1
8.941904,-0.0171,0.9877,0.1737,1
8.959593,-0.0107,0.9897,0.1727,1
8.993835,-0.0098,0.9936,0.1705,1.01
9.008811,-0.0147,0.9902,0.1735,1.01
9.025256,-0.0147,0.987,0.1749,1
9.043345,-0.0064,0.988,0.1681,1
9.076572,-0.0232,0.9872,0.1632,1
9.099467,-0.0203,0.9875,0.1661,1
9.113591,-0.0149,0.988,0.1715,1
9.125717,-0.0066,0.9936,0.1867,1.01
9.143449,-0.0088,0.9946,0.1869,1.01
9.181029,-0.0283,0.9797,0.1639,0.99
9.193783,-0.0044,0.9875,0.1219,0.99
9.210105,0.0002,0.9853,0.1625,1
9.226129,-0.0105,0.9904,0.1722,1.01
9.243433,-0.012,0.9985,0.1542,1.01
9.282584,-0.0137,0.9938,0.1752,1.01
9.2927,-0.0173,0.9897,0.1659,1
9.309647,-0.0183,0.9863,0.1612,1
9.327391,-0.009,0.9904,0.1564,1
9.344612,-0.0173,0.989,0.1654,1
9.377974,-0.0129,0.9955,0.1292,1
9.399611,0.0015,1.0065,0.148,1.02
9.412687,-0.011,0.9977,0.1461,1.01
9.429302,-0.0144,0.9926,0.173,1.01
9.461738,-0.0154,0.985,0.163,1
9.478974,-0.0173,0.9868,0.1735,1
9.501268,-0.0142,0.9899,0.17,1
9.515571,-0.0144,0.9933,0.1647,1.01
9.527978,-0.0132,0.9914,0.1644,1.01
9.562134,-0.0129,0.9931,0.1642,1.01
9.583192,-0.0132,0.9907,0.1669,1
9.593892,-0.0132,0.9924,0.1678,1.01
9.611562,-0.0132,0.9914,0.1654,1.01
9.645048,-0.0149,0.9904,0.1644,1
9.66695,-0.0191,0.9887,0.1634,1
9.679274,-0.0205,0.9877,0.1581,1
9.699603,-0.0195,0.9907,0.1586,1
9.711965,-0.0154,0.9948,0.1595,1.01
9.745675,-0.0142,0.9933,0.1713,1.01
9.762373,-0.0164,0.9875,0.1749,1
9.783206,-0.0078,0.9933,0.1407,1
9.798305,-0.02,0.985,0.1703,1
9.81212,0.009,0.9965,0.096,1
9.84582,-0.0237,0.9907,0.1537,1
9.862221,-0.0254,0.9929,0.1441,1
9.884633,-0.0088,0.9897,0.1678,1
9.895704,-0.0071,0.9958,0.1666,1.01
9.930361,-0.0247,0.9914,0.1459,1
9.946457,-0.0198,0.9858,0.1456,1
9.963402,-0.0156,0.9831,0.1544,1
9.980455,-0.0149,0.9868,0.1561,1
10.001271,-0.0151,1.0014,0.1358,1.01
10.029388,-0.0115,0.9992,0.1302,1.01
10.046034,-0.0147,0.9887,0.1717,1
10.064009,-0.0078,0.988,0.1578,1
10.085995,-0.0142,0.9892,0.1554,1
10.097732,-0.0178,0.9933,0.1542,1.01
