time,gFx,gFy,gFz,TgF
13.490294,-0.1163,0.9479,-0.0396,0.96
13.507846,-0.1749,0.911,0.0127,0.93
13.546392,-0.1266,0.7422,-0.0042,0.75
13.569569,-0.0195,0.7014,-0.0086,0.7
13.570093,-0.0195,0.7014,-0.0086,0.7
13.591044,0.0076,0.7092,-0.0059,0.71
13.62592,-0.0831,0.7644,0.0171,0.77
13.645635,-0.0948,0.7967,0.0288,0.8
13.668634,-0.1007,0.8348,0.0415,0.84
13.674147,-0.1036,0.8458,0.0296,0.85
13.692392,-0.1366,0.8753,0.0046,0.89
13.729063,-0.1011,1.0224,0.0738,1.03
13.755085,-0.1388,1.0527,0.0994,1.07
13.755474,-0.1388,1.0527,0.0994,1.07
13.774703,-0.203,1.0192,0.0887,1.04
13.792246,-0.1893,0.974,0.1021,1
13.831856,-0.1287,0.9897,0.0801,1
13.851549,-0.1456,1.0122,0.0721,1.03
13.858212,-0.1568,1.0151,0.0723,1.03
13.875511,-0.1647,1.0356,0.0535,1.05
13.908993,-0.1109,1.1267,0.0537,1.13
13.926336,-0.0821,1.1778,0.0601,1.18
13.947456,-0.1659,1.2223,0.0415,1.23
13.965683,-0.2658,1.2447,0.096,1.28
13.977105,-0.2243,1.2618,-0.0222,1.28
14.009101,-0.0789,1.4478,-0.0125,1.45
14.026637,-0.0562,1.513,-0.0332,1.51
14.046825,-0.0384,1.4878,-0.0247,1.49
14.068738,0.0281,1.3178,-0.0672,1.32
14.076231,0.0369,1.2533,-0.0794,1.26
14.110686,-0.0103,0.9069,-0.1622,0.92
14.126932,-0.0584,0.8091,-0.1439,0.82
14.15117,0.055,0.9078,-0.0178,0.91
14.168012,0.065,0.9904,-0.0706,1
14.177948,0.0555,1.0317,-0.0496,1.03
14.21024,-0.1024,0.9262,-0.0374,0.93
14.226391,-0.1258,0.7959,0,0.81
14.247027,-0.0515,0.6806,0.0071,0.68
14.267544,0.0589,0.6618,0.0193,0.66
14.27652,0.0853,0.6582,0.0181,0.66
14.311177,0.0501,0.6897,0.0347,0.69
14.33273,-0.0271,0.7383,0.0496,0.74
14.355366,-0.0208,0.7942,0.0628,0.8
